identity,labels,storage_type,processor_type,unique_id,memory,gpu_type,memory_type,storage,processor,gpu,available_processor,available_storage,name,available_region,available_memory,available_gpu,elementId
94,Node,NAS Storage,Intel Xeon,1de936f1-c076-485b-a97a-68cf026f657d,30,AMD Radeon VII,DDR4,4096,28,48,14,2048,ThinkSystem SR530 Rack Server,china,15,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:94
95,Node,eMMC Storage,AMD Ryzen,0388f669-dacd-4834-9af8-e330e0896f02,32,NVIDIA GeForce RTX,DDR3,8196,30,64,30,8196,PrimeServer Rack IX Rack Server,china,32,64,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:95
96,Node,HDD,AMD Ryzen,4ee4800a-d8cd-4e40-8d50-41ff098243cf,2,NVIDIA Quadro,DDR3,2,2,2,0.5,0.5,ProLiant DL360 Gen10 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:96
97,Node,NAS Storage,Intel Xeon,97b1e6f0-6abb-4c90-81d6-781bb3c10ce3,30,AMD Radeon VII,DDR4,4096,28,48,28,4096,ThinkSystem SR530 Rack Server,china,30,48,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:97
98,Node,External HDD,Intel Xeon,f453a38a-907a-4dbd-9c77-f012b39aefe3,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:98
99,Node,Fusion Drive,AMD Ryzen,153ab397-dafe-4143-b90d-32f1b0b4c4df,16,AMD Radeon RX,DDR5,48,14,14,4.666666666666667,16,ProLiant DL380 Gen10 Rack Server,china,5.333333333333333,4.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:99
100,Node,Flash Memory,Intel Core i5,2e6718f1-5214-4293-a9cb-c5617716ede5,14,NVIDIA Quadro RTX,DDR3,32,12,12,12,32,PowerEdge R640 Rack Server,china,14,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:100
101,Node,HDD,AMD Ryzen,85229d53-6d09-4456-8350-fb4b0a8a7b1c,2,NVIDIA Quadro,DDR3,2,2,2,2,2,ProLiant DL360 Gen10 Rack Server,china,2,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:101
102,Node,SATA SSD,Intel Core i7,3fe3a0f2-4c24-41ac-82b1-8019d24d8398,10,AMD Radeon,DDR7,16,8,8,1.3333333333333333,2.6666666666666665,Precision 7920 Rack Workstation,china,1.6666666666666667,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:102
103,Node,NAS Storage,Intel Xeon,1b37f8f4-2c04-4997-85bb-9e724b9a28ae,30,AMD Radeon VII,DDR4,4096,28,48,9.333333333333334,1365.3333333333333,ThinkSystem SR530 Rack Server,china,10,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:103
104,Node,SATA SSD,Intel Core i7,e4395243-0361-43f7-ba9c-a8bd990d73f5,10,AMD Radeon,DDR7,16,8,8,1.3333333333333333,2.6666666666666665,Precision 7920 Rack Workstation,china,1.6666666666666667,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:104
105,Node,External SSD,AMD EPYC,cadddcd6-677d-469e-a0ff-fc1c2d8e5794,28,NVIDIA Tesla T4,DDR6,2048,26,32,6.5,512,ProLiant DL325 Gen10 Rack Server,china,7,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:105
106,Node,NVMe,Intel Core i9,ea2192e0-004e-4c3c-aa37-a71f5bc3be26,4,AMD Radeon Pro,DDR5,4,4,4,2,2,ThinkSystem SR650 Rack Server,china,2,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:106
107,Node,SSD,Intel Xeon,70ff1ac7-ce80-4aaf-9837-d6a7993a977d,1,NVIDIA GeForce,DDR4,1,1,1,0.2,0.2,PowerEdge R660 Rack Server,china,0.2,0.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:107
108,Node,External SSD,AMD EPYC,f10f8e20-0e88-4371-a12d-5d1dbf1ac25e,28,NVIDIA Tesla T4,DDR6,2048,26,32,5.2,409.6,ProLiant DL325 Gen10 Rack Server,china,5.6,6.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:108
109,Node,M.2 SSD,AMD Ryzen,750062bc-54e1-4dc0-bcc9-c0dcb900421f,24,NVIDIA Quadro RTX,DDR5,512,22,22,7.333333333333333,170.66666666666666,SuperServer 6019U Rack Server,china,8,7.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:109
110,Node,USB Flash Drive,Intel Core i9,73db8593-3ac7-4e97-8bd2-f92fc8badcea,22,NVIDIA GeForce GTX,DDR3,256,20,20,20,256,Precision 7920 Tower Workstation,china,22,20,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:110
111,Node,Hybrid Drive,AMD Ryzen Threadripper,eb0bbfa3-5d14-48a1-8520-338880fc39a7,12,NVIDIA GeForce RTX,DDR4,24,10,10,5,12,SuperServer 10210U Rack Server,china,6,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:111
112,Node,USB Flash Drive,Intel Core i9,00378d2c-93ea-4258-9e05-c69e9cc83956,22,NVIDIA GeForce GTX,DDR3,256,20,20,5,64,Precision 7920 Tower Workstation,china,5.5,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:112
113,Node,SATA HDD,Intel Core i7,4a183059-ba05-4d24-b9a5-822bfd493886,26,AMD Radeon Pro WX,DDR7,1024,24,24,12,512,PowerEdge R740 Rack Server,china,13,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:113
114,Node,External HDD,Intel Xeon,a834ee1b-959b-461b-8dfa-6b01cc07d05a,18,NVIDIA Tesla V100,DDR6,64,16,16,5.333333333333333,21.333333333333332,ThinkSystem SR630 Rack Server,china,6,5.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:114
115,Node,Hybrid Drive,AMD Ryzen Threadripper,68403841-96e8-4ba0-9a2b-9fcfd40577fd,12,NVIDIA GeForce RTX,DDR4,24,10,10,3.3333333333333335,8,SuperServer 10210U Rack Server,china,4,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:115
116,Node,External HDD,Intel Xeon,83f84f0d-0650-4ebf-961d-e55792913050,18,NVIDIA Tesla V100,DDR6,64,16,16,16,64,ThinkSystem SR630 Rack Server,china,18,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:116
117,Node,M.2 SSD,AMD Ryzen,602be6e1-c359-402f-9fa8-773564df8323,24,NVIDIA Quadro RTX,DDR5,512,22,22,5.5,128,SuperServer 6019U Rack Server,china,6,5.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:117
118,Node,USB Flash Drive,Intel Core i9,ccabc68b-ba89-488e-a844-5cc31f464ed1,22,NVIDIA GeForce GTX,DDR3,256,20,20,5,64,Precision 7920 Tower Workstation,china,5.5,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:118
119,Node,NVMe,Intel Core i9,e7465b3b-23f3-4750-a05b-51518c5ed649,4,AMD Radeon Pro,DDR5,4,4,4,0.6666666666666666,0.6666666666666666,ThinkSystem SR650 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:119
120,Node,NAS Storage,Intel Xeon,9bc12db8-fb8c-4cfa-9506-745ed69b9194,30,AMD Radeon VII,DDR4,4096,28,48,5.6,819.2,ThinkSystem SR530 Rack Server,china,6,9.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:120
121,Node,NAS Storage,Intel Xeon,c0fc2e40-2806-4613-b0f3-bebe8d56e001,30,AMD Radeon VII,DDR4,4096,28,48,4.666666666666667,682.6666666666666,ThinkSystem SR530 Rack Server,china,5,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:121
122,Node,NVMe,Intel Core i9,9fbcc52e-fbde-4773-a810-8253ce62a573,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:122
123,Node,Flash Memory,Intel Core i5,258beb89-abfa-42ab-bfc1-77c6a5712167,14,NVIDIA Quadro RTX,DDR3,32,12,12,6,16,PowerEdge R640 Rack Server,china,7,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:123
124,Node,NVMe,Intel Core i9,9f849685-621d-48e1-bf74-09150e0decb6,4,AMD Radeon Pro,DDR5,4,4,4,1.3333333333333333,1.3333333333333333,ThinkSystem SR650 Rack Server,china,1.3333333333333333,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:124
125,Node,External SSD,AMD EPYC,4639664e-da31-4dbc-894f-2bb2eee0c741,28,NVIDIA Tesla T4,DDR6,2048,26,32,4.333333333333333,341.3333333333333,ProLiant DL325 Gen10 Rack Server,china,4.666666666666667,5.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:125
126,Node,Hybrid Drive,AMD Ryzen Threadripper,ed12a7dd-6dc0-40ea-980e-4a3312dc2fde,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:126
127,Node,External HDD,Intel Xeon,3bb1fd5d-70bc-450f-a778-0c08db74d23b,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:127
128,Node,Cloud Storage,AMD EPYC,9eb86ac5-37f2-4545-bb61-22eb0cb24ac8,20,AMD Radeon Pro WX,DDR4,128,18,18,3.6,25.6,PrimeServer Pro Rack III Rack Server,china,4,3.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:128
129,Node,M.2 SSD,AMD Ryzen,ec2146e4-1d55-4e1a-b42a-9169ec84ed32,24,NVIDIA Quadro RTX,DDR5,512,22,22,11,256,SuperServer 6019U Rack Server,china,12,11,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:129
130,Node,NAS Storage,Intel Xeon,54f1e6f8-9f9b-49da-a4a9-c7d527e44a70,30,AMD Radeon VII,DDR4,4096,28,48,9.333333333333334,1365.3333333333333,ThinkSystem SR530 Rack Server,china,10,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:130
131,Node,Hybrid Drive,AMD Ryzen Threadripper,d85323e7-9e6d-41d9-8d52-6af708319c6d,12,NVIDIA GeForce RTX,DDR4,24,10,10,3.3333333333333335,8,SuperServer 10210U Rack Server,china,4,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:131
132,Node,Cloud Storage,AMD EPYC,584d2650-e9ee-4a44-a017-81a2c334b017,20,AMD Radeon Pro WX,DDR4,128,18,18,3.6,25.6,PrimeServer Pro Rack III Rack Server,china,4,3.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:132
133,Node,SSD,Intel Xeon,55394f6e-00b2-4f5e-ba5e-acb1e153519f,1,NVIDIA GeForce,DDR4,1,1,1,0.5,0.5,PowerEdge R660 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:133
134,Node,USB Flash Drive,Intel Core i9,cfdf408f-7fe6-41f0-a881-0430b2847717,22,NVIDIA GeForce GTX,DDR3,256,20,20,20,256,Precision 7920 Tower Workstation,china,22,20,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:134
135,Node,eMMC Storage,AMD Ryzen,d43b22f0-0343-4a6e-b2bd-be5002c8a923,32,NVIDIA GeForce RTX,DDR3,8196,30,64,7.5,2049,PrimeServer Rack IX Rack Server,china,8,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:135
136,Node,Hybrid Drive,AMD Ryzen Threadripper,0a122a59-cc61-47d1-8f3b-9117866517c1,12,NVIDIA GeForce RTX,DDR4,24,10,10,5,12,SuperServer 10210U Rack Server,china,6,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:136
137,Node,External HDD,Intel Xeon,a6a84ecb-4854-42f2-8714-e15beeb91206,18,NVIDIA Tesla V100,DDR6,64,16,16,5.333333333333333,21.333333333333332,ThinkSystem SR630 Rack Server,china,6,5.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:137
138,Node,NVMe,Intel Core i9,eee8f680-a66f-4886-9481-8aac0d5cd82e,4,AMD Radeon Pro,DDR5,4,4,4,4,4,ThinkSystem SR650 Rack Server,china,4,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:138
139,Node,USB Flash Drive,Intel Core i9,f4a71d30-a511-4d4b-826f-e1075a8df70a,22,NVIDIA GeForce GTX,DDR3,256,20,20,3.3333333333333335,42.666666666666664,Precision 7920 Tower Workstation,china,3.6666666666666665,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:139
140,Node,Flash Storage,AMD EPYC,31252351-d953-44fb-8af1-d16e0264228f,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:140
141,Node,Hybrid Drive,AMD Ryzen Threadripper,af2fdbc6-bbae-4e95-aa79-1875c22014c9,12,NVIDIA GeForce RTX,DDR4,24,10,10,2,4.8,SuperServer 10210U Rack Server,china,2.4,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:141
142,Node,SSD,Intel Xeon,9d5c8c03-7e6a-4e25-8130-92b96656b037,1,NVIDIA GeForce,DDR4,1,1,1,1,1,PowerEdge R660 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:142
143,Node,External HDD,Intel Xeon,576fe022-b875-4592-bdee-58e6658c6159,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:143
144,Node,USB Flash Drive,Intel Core i9,8b44c1b7-82c4-4d43-a93e-567f4ec43c44,22,NVIDIA GeForce GTX,DDR3,256,20,20,10,128,Precision 7920 Tower Workstation,china,11,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:144
145,Node,SATA SSD,Intel Core i7,906001dc-fa09-4f8f-8936-1cd86cf18205,10,AMD Radeon,DDR7,16,8,8,2,4,Precision 7920 Rack Workstation,china,2.5,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:145
146,Node,Flash Storage,AMD EPYC,09af101d-bc05-45b3-accf-82fc4cdf8d91,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:146
147,Node,NVMe,Intel Core i9,d1ea0305-f499-48e1-9b8a-ff8ffe8ef5b8,4,AMD Radeon Pro,DDR5,4,4,4,0.8,0.8,ThinkSystem SR650 Rack Server,china,0.8,0.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:147
148,Node,Cloud Storage,AMD EPYC,47313ada-8b55-4430-abcb-1704a2c0902b,20,AMD Radeon Pro WX,DDR4,128,18,18,4.5,32,PrimeServer Pro Rack III Rack Server,china,5,4.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:148
149,Node,Flash Memory,Intel Core i5,4bad64cf-6df1-453c-8e4a-0a0b94163208,14,NVIDIA Quadro RTX,DDR3,32,12,12,3,8,PowerEdge R640 Rack Server,china,3.5,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:149
150,Node,External HDD,Intel Xeon,f6105074-5830-40f5-9619-8609ddb7446c,18,NVIDIA Tesla V100,DDR6,64,16,16,5.333333333333333,21.333333333333332,ThinkSystem SR630 Rack Server,china,6,5.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:150
151,Node,M.2 SSD,AMD Ryzen,e23dd0f8-f13c-40a3-8ed4-9e766503ba2e,24,NVIDIA Quadro RTX,DDR5,512,22,22,7.333333333333333,170.66666666666666,SuperServer 6019U Rack Server,china,8,7.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:151
152,Node,SSD,Intel Xeon,47142997-3f5a-4486-bc71-70d04620b4b2,1,NVIDIA GeForce,DDR4,1,1,1,0.3333333333333333,0.3333333333333333,PowerEdge R660 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:152
153,Node,SSD,Intel Xeon,14b386e9-66c2-44d6-84a8-aadd7148e50b,1,NVIDIA GeForce,DDR4,1,1,1,0.16666666666666666,0.16666666666666666,PowerEdge R660 Rack Server,china,0.16666666666666666,0.16666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:153
154,Node,Flash Memory,Intel Core i5,11247bcb-91fb-4c7f-bf4e-87ddd47bec52,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:154
155,Node,External SSD,AMD EPYC,431c13dc-ce47-4d53-a2a4-909d68e23346,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:155
156,Node,HDD,AMD Ryzen,c1187e0a-35a1-474f-9638-c82c73f6d858,2,NVIDIA Quadro,DDR3,2,2,2,0.5,0.5,ProLiant DL360 Gen10 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:156
157,Node,M.2 SSD,AMD Ryzen,8d39b91c-d88b-413a-b427-775c7fb86e7a,24,NVIDIA Quadro RTX,DDR5,512,22,22,7.333333333333333,170.66666666666666,SuperServer 6019U Rack Server,china,8,7.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:157
158,Node,HDD,AMD Ryzen,fe78482c-070c-4333-bc10-c4eb6223673f,2,NVIDIA Quadro,DDR3,2,2,2,1,1,ProLiant DL360 Gen10 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:158
159,Node,Hybrid Drive,AMD Ryzen Threadripper,f42db377-c1cf-4eae-b7ea-61ad336f8657,12,NVIDIA GeForce RTX,DDR4,24,10,10,5,12,SuperServer 10210U Rack Server,china,6,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:159
160,Node,Flash Storage,AMD EPYC,b33e29a2-fc1a-493b-b0b2-13915701df23,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:160
161,Node,Flash Memory,Intel Core i5,dac94444-07cc-44ff-99c9-54f39dec7e4e,14,NVIDIA Quadro RTX,DDR3,32,12,12,3,8,PowerEdge R640 Rack Server,china,3.5,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:161
162,Node,SATA HDD,Intel Core i7,c4764e8c-b7e9-4f75-8ffe-c73b5032b7b1,26,AMD Radeon Pro WX,DDR7,1024,24,24,6,256,PowerEdge R740 Rack Server,china,6.5,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:162
163,Node,Hybrid Drive,AMD Ryzen Threadripper,84fb09d6-a9e7-460f-a0f8-4d3c8df034cd,12,NVIDIA GeForce RTX,DDR4,24,10,10,2,4.8,SuperServer 10210U Rack Server,china,2.4,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:163
164,Node,Flash Memory,Intel Core i5,e61a8514-56a6-404f-9fb7-1f1b98d637b1,14,NVIDIA Quadro RTX,DDR3,32,12,12,6,16,PowerEdge R640 Rack Server,china,7,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:164
165,Node,M.2 SSD,AMD Ryzen,fad44c9d-ef9e-4fd5-9ff3-4e6c11dbdd30,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:165
166,Node,Fusion Drive,AMD Ryzen,3738b1b2-bff9-4df0-bf6c-1f37e3721ff6,16,AMD Radeon RX,DDR5,48,14,14,7,24,ProLiant DL380 Gen10 Rack Server,china,8,7,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:166
167,Node,External HDD,Intel Xeon,d13d5603-4b83-4e02-8b6a-03194d5914de,18,NVIDIA Tesla V100,DDR6,64,16,16,3.2,12.8,ThinkSystem SR630 Rack Server,china,3.6,3.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:167
168,Node,NVMe,Intel Core i9,fb62f0c3-5f2a-4df6-988b-bd00d69b08fb,4,AMD Radeon Pro,DDR5,4,4,4,0.6666666666666666,0.6666666666666666,ThinkSystem SR650 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:168
169,Node,NVMe,Intel Core i9,e17d6fa1-76e5-49b3-b02b-062942199772,4,AMD Radeon Pro,DDR5,4,4,4,0.6666666666666666,0.6666666666666666,ThinkSystem SR650 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:169
170,Node,SATA SSD,Intel Core i7,05a0c26c-5438-45b6-9764-c34c36b02ad2,10,AMD Radeon,DDR7,16,8,8,2.6666666666666665,5.333333333333333,Precision 7920 Rack Workstation,china,3.3333333333333335,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:170
171,Node,Cloud Storage,AMD EPYC,029caacf-2331-462e-9ec5-d3a4c0d80fe6,20,AMD Radeon Pro WX,DDR4,128,18,18,3,21.333333333333332,PrimeServer Pro Rack III Rack Server,china,3.3333333333333335,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:171
172,Node,SATA SSD,Intel Core i7,78245618-e658-4e74-9ef6-69813ddb98f1,10,AMD Radeon,DDR7,16,8,8,2,4,Precision 7920 Rack Workstation,china,2.5,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:172
173,Node,SATA SSD,Intel Core i7,36c9816d-c585-4237-b608-c4695cf7012d,10,AMD Radeon,DDR7,16,8,8,4,8,Precision 7920 Rack Workstation,china,5,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:173
174,Node,HDD,AMD Ryzen,6910d409-bed5-42b7-88a0-9fede152cb2f,2,NVIDIA Quadro,DDR3,2,2,2,0.4,0.4,ProLiant DL360 Gen10 Rack Server,china,0.4,0.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:174
175,Node,Fusion Drive,AMD Ryzen,73bc0cbe-3155-4d5e-bd76-3be9af3e1a9e,16,AMD Radeon RX,DDR5,48,14,14,2.8,9.6,ProLiant DL380 Gen10 Rack Server,china,3.2,2.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:175
176,Node,M.2 SSD,AMD Ryzen,0a70438b-87b4-41a3-b7e9-827c5313cd48,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:176
177,Node,M.2 SSD,AMD Ryzen,0089b885-9abf-43f3-8238-4da7513ffc33,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:177
178,Node,Flash Memory,Intel Core i5,c207ec97-1872-4db4-9b2f-f60cd12c84dc,14,NVIDIA Quadro RTX,DDR3,32,12,12,6,16,PowerEdge R640 Rack Server,china,7,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:178
179,Node,External SSD,AMD EPYC,852df496-5a41-4017-a374-a93fc7c7cf2c,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:179
180,Node,SSD,Intel Xeon,04bf9200-2a35-4be9-8cfb-8c8d0e5a92b1,1,NVIDIA GeForce,DDR4,1,1,1,0.5,0.5,PowerEdge R660 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:180
181,Node,External HDD,Intel Xeon,8c99e5d5-d59e-4dcb-90f7-c78f72827173,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:181
182,Node,SATA SSD,Intel Core i7,183aa20c-589f-4271-8bd1-1961bcdaab75,10,AMD Radeon,DDR7,16,8,8,1.3333333333333333,2.6666666666666665,Precision 7920 Rack Workstation,china,1.6666666666666667,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:182
183,Node,HDD,AMD Ryzen,855d3c63-ac34-4c0a-8524-115c9c42e5e1,2,NVIDIA Quadro,DDR3,2,2,2,0.4,0.4,ProLiant DL360 Gen10 Rack Server,china,0.4,0.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:183
184,Node,External SSD,AMD EPYC,c4662c83-6172-4399-89b7-0d0f94d86770,28,NVIDIA Tesla T4,DDR6,2048,26,32,26,2048,ProLiant DL325 Gen10 Rack Server,china,28,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:184
185,Node,SATA HDD,Intel Core i7,c6670fca-eedd-400c-87d2-e3e73e3fa3e5,26,AMD Radeon Pro WX,DDR7,1024,24,24,4.8,204.8,PowerEdge R740 Rack Server,china,5.2,4.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:185
186,Node,SATA HDD,Intel Core i7,27761a1c-46b5-4d90-b8d4-8f5a38679535,26,AMD Radeon Pro WX,DDR7,1024,24,24,6,256,PowerEdge R740 Rack Server,china,6.5,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:186
187,Node,M.2 SSD,AMD Ryzen,cb6f51e4-ab9d-4e4d-86a8-0f731be06b65,24,NVIDIA Quadro RTX,DDR5,512,22,22,7.333333333333333,170.66666666666666,SuperServer 6019U Rack Server,china,8,7.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:187
188,Node,Flash Storage,AMD EPYC,ac722df3-2c81-4bb4-b570-92689509faba,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:188
